,0
12760,If you want poverty and no health care vote Tories I'd you want to save our NHS and better wages and peace of mind vote Labour on May 7th
12761,"I know it's not really conducive to intellectual political debate, but: just fuck off Ed Miliband"
12762,"Are you Ed Miliband?
ED: Let me be clear its not about whether I'm Ed Miliband. What we should be asking is are we crapper than the Tories?"
12763,@noodlesnrice this seems to be a pattern. Labour buy into the Tory propaganda created specifically to discredit them. Really really odd.
12764,Farage is boring. If you're gonna have an anti-immigration policy make it fun. Forbid people with X's or Z's to enter the country.
12765,RT @bellacaledonia: The REAL problem is quite different. Imagine if Scotland elects 59 SNP MPs and gets a Tory govt. This is into new terri…
12766,Nigel Farage appears to be sending out all his promotional election messages at way past 11PM. Weird.
12767,@AamerAnwar Ed just fell into David Cameron's trap. He's shown poor political judgment and allowed his enemy to get the better of him.
12768,"if we talk about supply, UKIP wants to scrap tuition fees for STEM subjects, to get more nurses and doctors #AskNigelFarage #VoteUKIP2015"
12769,"RT @NicolaSturgeon: If Miliband is going to let Tories in rather than work with SNP, we will definitely need lots of SNP MPs to protect Sco…"
12770,RT @rebeccasword: Ed Miliband is #JustNotUpToIt. Still can't help but laugh https://t.co/d4CDeADZOb
12771,"RT @Tommy_Colc: Financial Times come out in support of Tories claiming Miliband is ""preoccupied w/ inequality"". The man who wrote it http:/…"
12772,RT @SolManOfficial: Labour will do a deal with SNP make no mistake! Scotland will rule the UK!
12773,RT @IrvineWelsh: Miliband's confirmation he would rather have Con govt than Lab one with SNP support is continuation of his siding with Con…
12774,RT @cftkilbirnie: really @JimForScotland your leader has just admitted he will put the Tories back in No 10 #utterdisgrace #GE15 #democracy…
12775,"RT @DerekHCampbell: Milliband putting his foot in it! Share, share, share...http://t.co/49kGa9BLQg via @youtube"
12776,"RT @ryan_murton: #AskNigelFarage The reality is that everyone will look back in 2025 and say ""Farage was right all along"""
12777,RT @Markfergusonuk: David Cameron says he's hungrier than he was five years ago. So are all of the people reliant on food banks...
12778,"&gt;Immigration is not an issue
&gt;The issue is large demand, not enough supply

300,000+ immigrants every year...idiot #UKIP #BBCQT"
12779,"RT @NicolaSturgeon: If Miliband is going to let Tories in rather than work with SNP, we will definitely need lots of SNP MPs to protect Sco…"
12780,"@Ed_Miliband wrong &amp; stupid to prefer Tory coalition &amp; insulting to Scots voters. Lab. merits chucking over Hadrians wall, even more likely!"
12781,RT @AbbasPolitics: Former banker Nigel Farage wants us to have a more relaxed regime for banks! #bbcqt Definitely the working class people'…
12782,RT @UKIP: 70% of Britons support an Australian style points system. Retweet if you're one of the 70%. #AskNigelFarage http://t.co/6W2mGidUsL
12783,RT @MiriamBrett: Did the leader of The Labour Party just opt for a Tory Government over alliances with anti austerity parties? I might cry.
12784,"RT @west_views: @JamesEsbester @Matthew_Wright @misterhsk 
I would vote for him! 
#SNP
#VoteSNPgetScotland"
12785,RT @UKIP: #UKIP Leader @Nigel_Farage on UKIP's pledge for £3bn more for our #NHS #AskNigelFarage #bbcqt http://t.co/ehaWkQl28R
12786,"RT @MSmithsonPB: Figures from tonight's YouGov/Sun poll
: CON 34%, LAB 35%, LD 8%, UKIP 12%, GRN 5%"
12787,"RT @GaryLineker: Thought Ed Miliband did well to stay on his feet. Many would have gone down under those circumstances, especially on the b…"
12788,Nick clegg actually doesn't have a clue lmao
12789,RT @Jonnyrmcfarlane: If Milliband bends over for the Tories and allows Cameron into number ten rather than dealing with SNP then the union …
12790,RT @NeedThisForNews: Those of you criticising Farage &amp; UKIP should actually read their manifesto. You'll be surprised how the media lies to…
12791,"RT @marcuschown: Retweet if you think David Cameron is on the side of tax avoiders rather than nurses, firefighters, teachers and other ord…"
12792,RT @DonnaConn71: Miliband and Balls gave up on Scotland a long time ago its a pity they never told Murphy and the rest of Scottish Labour t…
12793,RT @HTScotPol: Miliband's refusal to have a Labour govt if it means deal with #SNP is almost a self-fulfilling prophecy. He'll get thrashed…
12794,@Channel4News @0604Arb1320 @Ed_Miliband Peopleof Scotland and theUKTHIS MAN Milliband is aTraitor tothe WORKING CLASSareYouProudofHimEngland
12795,"RT @Friend650: House Of Lords
ABOLISH
Trident
ABOLISH
Poverty
ABOLISH
Food Banks
ABOLISH
VOTE SNP"
12796,RT @unionstogether: #KickCameronOut &gt; RT @NewStatesman The devastating message of Tory austerity; disabled people's dignity is too costly h…
12797,Hunger as a tool of political control! Absolutely grotesque abuse of power! https://t.co/IBT40wwsuI
12798,"@JimForScotland Actually Jim, it was Miliband who was clear that he'd let in a Tory government; the SNP have been clear from start #VoteSNP"
12799,RT @spectator: Miliband’s refusal to admit that Labour overspent could cost him dear - @jgforsyth on #bbcqt http://t.co/Olo75Pdlr9 http://t…
12800,"Please #RT and help more people hear the #truth behind David Cameron's #GE2015 claims. REVEALED!
https://t.co/TUbPuCIDAB"
12801,“@helen_faulds: Genuinely confused how people can vote ukip and think it's a good decision😩” cause nige is a spice🔥😋💯
12802,With a severely cut foreign aid budget I wonder how Mr Farage would deal with Nepal earthquake etc if in government. #ELECTION2015
12803,"RT @NicolaSturgeon: If Miliband is going to let Tories in rather than work with SNP, we will definitely need lots of SNP MPs to protect Sco…"
12804,"RT @benglaze: Great line from Lucy Powell on Miliband's minor trip: ""Ed slipped on David Cameron's sweat."" #GE2015 #bbcqt"
12805,"RT @NatashaDevonSET: Dear Voting Public, putting all other policies aside, remember Katie Hopkins has agreed to emigrate if Miliband become…"
12806,"RT @RossFootball: Sturgeon said she'd provide #Labour with ""backbone."" Think Ed M proved tonight he has enough on his own."
12807,RT @Historywoman: .@harrytwi3 @rapwest @softmutt @scepticalscot @Bruced872 @iainjwatson They already had 'Wee SNP Kids' rolling Easter eggs…
12808,"@steveflem ahh, people up here are sick of labour, they use our vote then forget all about us, that why the surge in snp votes"
12809,RT @lawyers4animals: @campbellclaret @Ed_Miliband And not a single question on the unconscionable Tory policy to bring back blood sport! ht…
12810,RT @IainDale: This Farage audience is dreadful.
12811,"RT @mrmarksteel: Tomorrow Miliband will say 'let me tell you this, I'm not even voting for myself in case I do a deal with the SNP'."
12812,"RT @SLATFascists: #UKIP candidate for Heywood &amp; Middleton either racist or so stupid that he doesn't know what ""condone"" means. http://t.co…"
12813,"RT @trevdick: .@Politics_co_uk: Nick Clegg was the surprise winner of the #bbcqt debate http://t.co/pmde8cMF4o http://t.co/w9T9mxktw2""
No s…"
12814,#UKIP
12815,Bloomin BBC #SNPout #SNP #Labour #LibDems  #Conservative #ukip #Greens #GE2015 #Ge15 #Scotland http://t.co/C6g1Dta2vr
12816,RT @WingsScotland: The problem with Scottish Labour is that they think ordinary Scots - including Labour voters - hate the SNP as much as t…
12817,Cheeky fall by Ed Milliband when walking off the stage. 😂
12818,RT @JGForsyth: Ed Miliband’s refusal to admit that the last Labour government overspent could cost him dear http://t.co/QmaXhHQQAe
12819,"@ThatMrStirling UK doesn't want Tory or Labour. By ruling out working with SNP, labour hs ruled out best chance of running a progressive uk"
12820,RT @MirrorPolitics: Sweating PM Cameron slammed over cuts and NHS on #bbcqt http://t.co/8iUC9pZGwI http://t.co/pQFFvtsi7v
12821,RT @beaubeau888: Ed Milliband came on top on the Sun's Twitter worm. Bet they won't mention that in their paper tomorrow. http://t.co/QdBJr…
12822,Miliband: I'd Rather Lose Than Do SNP Deal http://t.co/vGZZuTp6Iq
12823,"RT @jamesdoleman: The Tories ""wrote off"" Scotland under Thatcher, now Labour via Miliband have done the same.

What now for the ""United Kin…"
12824,"RT @ryan_murton: #AskNigelFarage The reality is that everyone will look back in 2025 and say ""Farage was right all along"""
12825,"So... In summary, Ed Miliband tonight pretty much said ""I'm a Tory"" ... #VoteSNP #GE15 #GE2015"
12826,"RT @DancerGuard: Left-wingers in the #Farage audience can't bring themselves to applaud the call to look after homeless veterans!
#VoteUKIP"
12827,RT @r007228: Farage talks a lot of sense  #AskNigelFarage
12828,RT @Dpmendeskelly: So Ed Miliband slightly tripped. Cameron was visibly melting on stage. He ran off at the end so we couldn't see his circ…
12829,RT @UKIP: '@Nigel_Farage on how the EU has a neo colonial approach to Africa and assuages it's conscience with foreign aid http://t.co/iQtg…
12830,@ed_jjones Why would the SNP back a Labour QS if it had nothing in it for them? They wouldn't
12831,"RT @GuidoFawkes: Audience:

""Do you accept that when Labour was in government it overspent?""

Miliband:

""No I don't""

There you have it fo…"
12832,"Just when you think that Ed Miliband couldn't ostracise the Scottish public anymore, he gives that speech tonight. Hilarious patter"
12833,@charliechar88 @pwright84 yes. No matter what we say all our views will stay the same. Debate over. UKIP has the best immigration plan.
12834,Miliband says he wants to under promise and over deliver. It seems he hasn't learnt how to estimate then.
12835,RT @itvnews: David Cameron woos youth vote as Labour tops poll of 18 to 24-year-olds #GE2015 http://t.co/4hlhTphl0r http://t.co/Dvm4CtA7wH
12836,RT @DANJO_UK: My favourite bit about the whole #AskLeanne debate was hearing her slam the Tories! 😂👏 #Plaid15 @Plaid_Cymru @LeanneWood
12837,ed miliband sounds kinda retarded
12838,"""@sketchaganda: Prince William campaigns for UKIP.
#AskNigelFarage http://t.co/GI6nkYMOpw"""
12839,RT @SeanGChappelleM: Nigel Farage has not ducked one single question . #UKIP
12840,Lool the man you love to hate #Farage
12841,http://t.co/QTaYYkjByT
12842,RT @Nigel_Farage: A poll recently showed that #Ukip has the most preferred policies on our #NHS #bbcqt. http://t.co/XmA0kaHsTc
12843,RT @siredhilarious: 2nd Referendum nonsense is a red (tory) herring. Dont take your eye off the ball! Vote #SNP and bring Westminster to ac…
12844,RT @HTScotPol: Miliband's refusal to have a Labour govt if it means deal with #SNP is almost a self-fulfilling prophecy. He'll get thrashed…
12845,RT @Jason_Spacey: Nigel Farage is right when he says that Ukip supporters aren't closet racists. Most of the ones I've met are openly racis…
12846,"aí coloquei a foto do Tory e deu 37, sendo que ele tem 44 &lt;3 lindo maravilhoso"
12847,"RT @RupertMyers: @hugorifkind DC performed, Ed didn't. Ed ruled out government propped up by the SNP. The audience were great."
12848,"RT @NicolaSturgeon: If Miliband is going to let Tories in rather than work with SNP, we will definitely need lots of SNP MPs to protect Sco…"
12849,"RT @rennie1948: Can't really understand why folk r surprised by Milliband.To ALL unionists,The Union itself is far more important than the …"
12850,Farage is boring. If you're gonna have an anti-immigration policy make it fun. Forbid people with X's or Z's in their name to enter.
12851,Nigel farage is answering these questions with ease not like David Cameron and ed milliband who always get stuck and come out with bollox
12852,"Watching the Nige Farage Show. It's pretty shit. Might get the blu-ray so I can get the ""truth text"" extra that states facts as he talks."
12853,@ThatMrStirling the best spin is invisible. tory/lab/ldems spin has been painfully conspicuous this election.
12854,"RT @Nigel_Farage: I'm proud of #UKIP's health policy, which the public has voted as the most popular #AskNigelFarage http://t.co/qEeaFWexC6"
12855,"RT @Nigel_Farage: I'm proud of #UKIP's health policy, which the public has voted as the most popular #AskNigelFarage http://t.co/qEeaFWexC6"
12856,RT @DartboardR: @reubenspal @cakeface237 It's a disgrace. Possibly 50% of voters in Scotland #SNP and this is how we're treated.
12857,RT @Unnamedinsider: Ed Miliband was trying this old chestnut... #bbcqt http://t.co/AMRpOwhgOt
12858,"Thats really grown up of you ""member of the public"" @elena_prokopiou please graduate soon and leave the North where Tories aren't welcome."
12859,RT @DaftLimmy: Ed Miliband just ruled out any kind of deal whatsoever with the SNP on #bbcqt. So that's that. Tories till 2020. Prick. #Bet…
12860,RT @andy2heart: watching nigel farage who speaks a lot nore sense than many other politicians he knows his facts and speaks a lot of sense
12861,RT @stewartbremner: The Oh-Dear Hunter is playing a foolhardy and dangerous game with a gun the Tories loaded. #GE2015 http://t.co/AXclkuPL…
